erId	pkrgId	name	romDesc	shortDesc	wiredAttrs
124	124	Pickpocket	The user steals the target's held item on contact if they are currently holding no item. Does not work with Mega Stones and other similar items.	Steals the foe's held item on contact.	PostDefendStealHeldItemAbAttr
125	125	Sheer Force	Removes most beneficial secondary effects after landing attacks in exchange for a 1.3x boost. Notably prevents Life Orb recoil when using these moves. Removable effects include reducing the target's stats, increasing the user's stats, inflicting status on a target and flinching.	Exchanges added effects on its moves for 1.3x more power.	MovePowerBoostAbAttr,MoveEffectChanceMultiplierAbAttr
126	126	Contrary	Reverses all stat changes affecting this Pokemon. Works with self-inflicted changes.	Stat raises turn into stat drops for this Pokémon and vice versa.	StatStageChangeMultiplierAbAttr
127	127	Unnerve	Prevents all opposing Pokemon from consuming held items.	Foes can't use consumable items.	PreventBerryUseAbAttr
128	128	Defiant	When the user has their stats lowered by another Pokemon, they raise their Attack by 2 stages.	Raises Attack by two stages if stats are lowered by an enemy.	PostStatStageChangeStatStageChangeAbAttr
129	129	Defeatist	Halves both Attack and Special Attack stats when HP drops below 33% of maximum. Deactivates after healing above this threshold.	Halves Atk and Sp. Atk stats if user is below 1/3 of max HP.	ErDefeatistStatMultiplierAbAttr,ErDefeatistStatMultiplierAbAttr
130	130	Cursed Body	The user has a 30% chance to disable the attacker's move for 4 turns when hit by contact moves. The disabled move cannot be selected until the effect wears off.	30% chance to disable moves if enemy makes contact.	PostDefendMoveDisableAbAttr
131	131	Healer	Gives a 30% chance to cure status conditions at the end of each turn for both the user and their ally if they are out in a double battle. Makes 2 separate checks for each Pokemon.	30% chance to heal user or ally's status at the end of each turn.	PostTurnResetStatusAbAttr
132	132	Friend Guard	In a double battle, the user's ally receives 50% less damage. Multiplicative with other damage reduction sources.	Reduces damage that ally takes by 50% in double battles.	AlliedFieldDamageReductionAbAttr
133	133	Weak Armor	When hit by a contact move, raises the user's Speed by 2 stages and lowers their defense by 1 stage. Activates on each hit of a multihit move.	If hit by a contact attack: -1 Defense and +2 Speed.	PostDefendStatStageChangeAbAttr,PostDefendStatStageChangeAbAttr
134	134	Heavy Metal	Takes half damage from Ghost and Dark-type attacks. Doubles the Pokemon's weight, which affects some moves.	Take half damage from Ghost and Dark.	ReceivedTypeDamageMultiplierAbAttr,ReceivedTypeDamageMultiplierAbAttr
135	135	Light Metal	Light Metal halves the Pokemon's weight and boosts their Speed stat by 30%. Makes weight-based attacks such as Low Kick deal less damage against this Pokemon. However, it also decreases damage from the user's Heavy Slam and similar weight- based moves.	Boosts Speed by 1.3x and halves this Pokémon's weight.	WeightMultiplierAbAttr,StatMultiplierAbAttr
136	136	Multiscale	Reduces all incoming damage by 50% when the Pokemon is at max HP. Multiplicative with other sources of damage reduction.	At full HP, halves damage taken from attacks	ReceivedMoveDamageMultiplierAbAttr
137	137	Toxic Boost	Increases the Pokemon's Attack stat by 50% when poisoned (regular or badly poisoned). Immediately applies poison to user when in Toxic Terrain, regardless of them being grounded or not. Nullifies poison damage.	Ups Atk by 1.5x if poisoned. Immune to Poison status damage.	MovePowerBoostAbAttr,BlockStatusDamageAbAttr
138	138	Flare Boost	Raises the Pokemon's Special Attack stat by 50% when burned. Negates burn damage. Immediately applies burn to self in fog.	Ups Sp. Atk by 1.5x if burned. Ignites in fog.	MovePowerBoostAbAttr
139	139	Harvest	50% chance to restore berry on turn end, 100% in sun. Includes berries that were used for Fling, Natural Gift, or eaten.	50% chance to recycle a used Berry every turn, 100% in sun.	PostTurnRestoreBerryAbAttr
140	140	Telepathy	Protects the Pokemon from all damage-dealing moves used by its allies in double battles.	Protects team from friendly fire.	MoveImmunityAbAttr
141	141	Moody	At the end of each turn, randomly selects one stat to raise by 2 stages and another different stat to lower by 1 stage.	Sharply raises one stat and lowers another each turn.	MoodyAbAttr
142	142	Overcoat	Provides immunity to weather damage from Sandstorm and Hail, and blocks all powder moves including Sleep Powder, Stun Spore, Poison Powder, Spore, Cotton Spore, Rage Powder, Powder, and Magic Powder. Also reduces incoming special damage by 20%. Multiplicative with other damage reduction sources.	Blocks weather dmg and powders. Takes -20% special damage.	BlockWeatherDamageAttr,MoveImmunityAbAttr,ReceivedMoveDamageMultiplierAbAttr
143	143	Poison Touch	Has a 30% chance to inflict poison on contact moves, both when attacking and being attacked.	30% chance to poison on contact. Also works on offense.	PostAttackContactApplyStatusEffectAbAttr,ChanceStatusOnHitAbAttr,PostAttackContactApplyStatusEffectAbAttr
144	144	Regenerator	Restores 33% of maximum HP when switching out. This heal is not blocked by Heal Block.	Heals 1/3 of max HP upon switching out.	PreSwitchOutHealAbAttr
145	145	Big Pecks	Boosts the power of contact moves by 30%.	Boosts the power of contact moves by 1.3x.	MovePowerBoostAbAttr
146	146	Sand Rush	Boosts the Pokemon's Speed stat by 50% in sand. Also grants immunity to sandstorm damage.	This Pokémon's Speed gets a 1.5x boost in a sandstorm.	StatMultiplierAbAttr,BlockWeatherDamageAttr
147	147	Wonder Skin	Immune to all damage boosting ability effects from opponents, other than Parental Bond and Multi-Headed.	Blocks most damage boosting and multihit abilities.	WonderSkinAbAttr,PostDefendSuppressOpponentDamageBoostAbAttr
148	148	Analytic	When the user moves after the target, boosts attack power by 30%.	Attacks get a 1.3x power boost if it moves last.	MovePowerBoostAbAttr,AiMovegenMoveStatsAbAttr
149	149	Illusion (N)	Makes the Pokemon appear as the last alive party member. Boosts the user's damage by 30% until the illusion breaks.	Appears as last party slot and boosts power by 1.3x until hit.	
150	150	Imposter	Transforms the Pokemon into the opponent upon switching in. Copies their appearance, stats (minus HP), types, abilities, moves, and stat changes. Each copied move has 5 PP. Cannot transform if the target has Substitute, is already transformed, has Illusion active, or is semi-invulnerable.	Transforms into the foe on entry.	PostSummonTransformAbAttr
151	151	Infiltrator	Allows moves to bypass the effects of screens, Safeguard, Mist, and Substitute.	Own moves bypass Substitutes and damage reduction screens.	InfiltratorAbAttr
152	152	Mummy	When the user receives a contact move from another Pokemon who does not have this ability, it replaces their current ability with Mummy.	If hit, makes the attacker's ability Mummy.	PostDefendAbilityGiveAbAttr
153	153	Moxie	Boosts the user's Attack by one stage whenever it knocks out an opponent with a direct hit.	Dealing a KO raises Attack by one stage.	PostVictoryStatStageChangeAbAttr
154	154	Justified	Immune to Dark-type moves, and boost Attack by 1 stage when the user is hit by them.	Boosts Attack instead of being hit by Dark-type moves.	PostDefendStatStageChangeAbAttr
155	155	Rattled	Boosts Speed by one stage when hit by Bug, Dark, or Ghost-type moves or when the user flinches. Activates multiple times against multihit moves.	If hit by Bug, Dark or Ghost move, or flinches: +1 Speed.	PostDefendStatStageChangeAbAttr,PostIntimidateStatStageChangeAbAttr
156	156	Magic Bounce	Reflects most status moves back to the user before they can take effect. The bounced move targets the original user with no additional accuracy check. Does not reflect moves that were already reflected.	Bounces back the effect of status moves to their user.	ReflectStatusMoveAbAttr
157	157	Sap Sipper	Immune to Grass-type moves, and boost highest attacking stat by 1 stage when the user is hit by them.	Redirects Grass moves. Absorbs them, ups highest Atk.	TypeImmunityHighestAttackStatStageAbAttr
158	158	Prankster	Status moves gain +1 priority. Status moves fail when directly targeting opposing Dark-type Pokemon.	Status moves have +1 priority but fail on opposing Dark-types.	ChangeMovePriorityAbAttr,ReceivedTypeDamageMultiplierAbAttr
159	159	Sand Force	Boosts the Pokemon's highest attacking stat by 50% in sand. Immune to sandstorm damage.	Ups highest attacking stat by 1.5x in sand.	MoveTypePowerBoostAbAttr,MoveTypePowerBoostAbAttr,MoveTypePowerBoostAbAttr,BlockWeatherDamageAttr
160	160	Iron Barbs	Enemies lose 1/8 of max HP if they use a contact move.	Enemies lose 1/8 of max HP if they use a contact move.	PostDefendContactDamageAbAttr
161	161	Zen Mode	Triggers form change upon battle entry.	Transforms into Zen Mode on entry until end of battle.	PostBattleInitFormChangeAbAttr,PostSummonFormChangeAbAttr,PostTurnFormChangeAbAttr,NoFusionAbilityAbAttr
162	162	Victory Star	Boosts the user's and their ally's accuracy by 1.2x when active in a double battle.	Gives 1.2x accuracy boost to its own and its allies' moves.	StatMultiplierAbAttr,AllyStatMultiplierAbAttr,AiMovegenMoveStatsAbAttr
163	163	Turboblaze	Allows moves to ignore the target's abilities and innates that interfere with effects or reduce damage. Does not bypass abilities that modify base stats such as Grass Pelt. Adds Fire to the user's typing. Retains Fire typing even upon losing the ability, going away only when switching out.	Moves hit through abilities. Adds Fire type to itself.	PostSummonMessageAbAttr,MoveAbilityBypassAbAttr,EntryEffectAbAttr
164	164	Teravolt	Allows moves to ignore the target's abilities and innates that interfere with effects or reduce damage. Does not bypass abilities that modify base stats such as Grass Pelt. Adds Electric to the user's typing. Retains Electric typing even upon losing the ability, going away only when switching out.	Moves hit through abilities. Adds Electric type to itself.	PostSummonMessageAbAttr,MoveAbilityBypassAbAttr,EntryEffectAbAttr
165	165	Aroma Veil	Protects the user and allies from infatuation, heal block effects, and disabling moves including Disable, Taunt, Encore, and Torment.	Protects team from infatuation, heal block, and disabling.	UserFieldBattlerTagImmunityAbAttr
166	166	Flower Veil	Prevents all status conditions and stat reductions for Grass- type allies.	Protects Grass-type allies from status and stat drops.	ConditionalUserFieldStatusEffectImmunityAbAttr,ConditionalUserFieldBattlerTagImmunityAbAttr,ConditionalUserFieldProtectStatAbAttr
167	167	Cheek Pouch	No effect.	This ability has no effect.	
168	168	Protean	Before each attack, the user overrides their type to match the move's type.  Activates once per turn.	Changes type depending on the move it's about to use.	PokemonTypeChangeAbAttr
169	169	Fur Coat	Halves all incoming Attack damage. Multiplicative with other sources of damage reduction.	Halves damage taken by Physical moves. Does NOT double Defense.	ReceivedMoveDamageMultiplierAbAttr
170	170	Magician	The user steals the target's held item when landing a non-contact move if they are currently holding no item. Does not work with Mega Stones and other similar items.	Steals the foe's held item after using a non-contact move.	ErMagicianStealAbAttr
171	171	Bulletproof	Provides immunity to ball, bomb, and projectile moves. Includes Acid Spray, Rock Wrecker, Pollen Puff, and Barrage.	Immune to projectile, ball, or bomb-based moves.	MoveImmunityAbAttr
172	172	Competitive	When the user has their stats lowered by another Pokemon, they raise their Special Attack by 2 stages.	Raises Sp. Atk by two stages if stats are lowered by an enemy.	PostStatStageChangeStatStageChangeAbAttr
173	173	Strong Jaw	Boosts the power of biting and fang moves by 30%.	Boosts the power of bite/fang moves by 1.3x.	MovePowerBoostAbAttr
174	174	Refrigerate	Changes the user's Normal-type moves to Ice-type. If the user is Ice-type its Ice-type moves have a 10% frostbite chance, otherwise it gains Ice STAB.	Normal moves become Ice. Ice moves are empowered.	MoveTypeChangeAbAttr,MovePowerBoostAbAttr,TypeDamageBoostAbAttr
175	175	Sweet Veil (P)	Provides sleep immunity to both the user and their ally in double battles.	This Pokémon and its ally are immune to sleep.	UserFieldStatusEffectImmunityAbAttr,PostSummonUserFieldRemoveStatusEffectAbAttr,UserFieldBattlerTagImmunityAbAttr
176	176	Stance Change	Changes Aegislash's form based on moves used. Shield form switches to Blade when using damaging moves. Blade switches to Shield with King's Shield. Redux forms swap between physical/special based on move type. Unsuppressable. Form changes occur before attacks execute.	Turns into Blade or Shield form depending on move used.	NoFusionAbilityAbAttr
177	177	Gale Wings	Grants +1 priority to Flying- type moves when at full HP.	Flying-type moves get +1 priority at full HP.	ChangeMovePriorityAbAttr
178	178	Mega Launcher	Boosts pulse, beam, ball, and aura moves by 30%.	Boosts Beam/Pump/Cannon/Shot/ Gun/Pulse, etc. moves by 1.3x.	MovePowerBoostAbAttr
179	179	Grass Pelt	Boosts the user's Defense stat by 50% when in Grassy Terrain.	This Pokémon's Defense gets a 1.5x boost in Grassy Terrain.	StatMultiplierAbAttr
180	180	Symbiosis (N)	Transfers the holder's item to an ally immediately after that ally consumes or uses up their held item.	Passes own item to its ally if said ally consumes its item.	
181	181	Tough Claws	Contact moves are boosted by 30%.	Boosts the power of contact moves by 1.3x.	MovePowerBoostAbAttr
182	182	Pixilate	Changes the user's Normal-type moves to Fairy-type. If the user is Fairy-type its Fairy-type moves have a 10% infatuate chance, otherwise it gains Fairy STAB.	Normal moves become Fairy. Fairy moves are empowered.	MoveTypeChangeAbAttr,MovePowerBoostAbAttr,TypeDamageBoostAbAttr
